식품코드,식품명,데이터구분코드,데이터구분명,식품기원코드,식품기원명,식품대분류코드,식품대분류명,대표식품코드,대표식품명,식품중분류코드,식품중분류명,식품소분류코드,식품소분류명,식품세분류코드,식품세분류명,영양성분함량기준량,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민 A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),출처코드,출처명,식품중량,업체명,데이터생성방법코드,데이터생성방법명,데이터생성일자,데이터기준일자,제공기관코드,제공기관명
D304-007100000-0001,스프_크림,D,음식,3,외식(분석함량),4,죽 및 스프류,4007,스프,400710,크림,40071000,해당없음,0,해당없음,100g,30,92.5,0.72,0.97,1.14,4.7,,0.2,8,0.2,19,56,238,27,27,,0.014,0.015,0.221,0,,2,0.5,0,1,농촌진흥청(국가표준식품성분표),해당없음,해당없음,2,수집,2018-12-31,2022-11-01,1471000,식품의약품안전처
D304-008000000-0001,어죽,D,음식,3,외식(분석함량),4,죽 및 스프류,4008,어죽,400800,해당없음,40080000,해당없음,0,해당없음,100g,69,83.1,2.55,0.94,0.86,12.6,1.23,1.1,24,0,38,86,263,7,0,89,0.024,0.009,0.268,0,,4.43,0.21,0,3,식품의약품안전처,800g,해당없음,1,분석,2016-10-31,2022-11-01,1471000,식품의약품안전처
D304-010000000-0001,율무죽,D,음식,3,외식(분석함량),4,죽 및 스프류,4010,율무죽,401000,해당없음,40100000,해당없음,0,해당없음,100g,44,89.5,0.5,0.4,0.1,9.5,,,11,0.5,9,,,0,0,0,0.01,0.01,0,0,,,0,0,1,농촌진흥청(국가표준식품성분표),해당없음,해당없음,2,수집,1979-12-31,2022-11-01,1471000,식품의약품안전처
D304-011000000-0001,잣죽,D,음식,3,외식(분석함량),4,죽 및 스프류,4011,잣죽,401100,해당없음,40110000,해당없음,0,해당없음,100g,125,71.8,2.74,2.8,0.45,22.18,0.34,0.8,5,0,39,44,126,0,0,0,0.039,0.004,0.184,0,,0,0.28,0.03,3,식품의약품안전처,700g,해당없음,1,분석,2013-03-31,2022-11-01,1471000,식품의약품안전처
D304-013000000-0001,참깨죽,D,음식,3,외식(분석함량),4,죽 및 스프류,4013,참깨죽,401300,해당없음,40130000,해당없음,0,해당없음,100g,38,91.6,1,1.2,0.3,5.9,,,17,1.3,25,23,120,,,,0.02,0.02,0.4,0,,,0,0,1,농촌진흥청(국가표준식품성분표),해당없음,해당없음,2,수집,1980-12-31,2022-11-01,1471000,식품의약품안전처
D304-014000000-0001,참치죽,D,음식,3,외식(분석함량),4,죽 및 스프류,4014,참치죽,401400,해당없음,40140000,해당없음,0,해당없음,100g,82,81.3,3.02,2.01,0.6,13.07,0.17,0.7,10,0,31,71,168,19,0,229,0.021,0.015,1.159,0,,5,0.23,0.01,3,식품의약품안전처,800g,해당없음,1,분석,2013-03-31,2022-11-01,1471000,식품의약품안전처
D304-017000000-0001,현미죽,D,음식,3,외식(분석함량),4,죽 및 스프류,4017,현미죽,401700,해당없음,40170000,해당없음,0,해당없음,100g,64,83,1.2,0.4,0.2,15.2,0.4,0.6,3,0.2,55,41,1,0,0,0,0.07,0.01,1.2,0,0,0,0.09,0,1,농촌진흥청(국가표준식품성분표),해당없음,해당없음,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D304-020000000-0001,게살죽,D,음식,3,외식(분석함량),4,죽 및 스프류,4020,흰게살죽,402000,해당없음,40200000,해당없음,0,해당없음,100g,71,82.8,2.24,0.89,0.61,13.42,0.02,0.7,13,0,24,43,182,6,0,70,0.052,0.049,0.202,0,,6.27,0.26,0.01,3,식품의약품안전처,800g,해당없음,1,분석,2012-02-28,2022-11-01,1471000,식품의약품안전처
D304-021000000-0001,흰죽(쌀죽),D,음식,3,외식(분석함량),4,죽 및 스프류,4021,흰죽(쌀죽),402100,해당없음,40210000,해당없음,0,해당없음,100g,53,87.4,0.99,0.15,0.04,11.45,0,0,0,0,9,6,0,0,0,0,0.02,0,0.012,0,0,0,0.05,0,1,농촌진흥청(국가표준식품성분표),해당없음,해당없음,1,분석,2020-04-01,2022-11-01,1471000,식품의약품안전처
D304-021010000-0001,흰죽(쌀죽)_삼광,D,음식,3,외식(분석함량),4,죽 및 스프류,4021,흰죽(쌀죽),402101,삼광,40210100,해당없음,0,해당없음,100g,53,87.4,0.89,0.1,0.05,11.51,0,0,1,0,8,6,0,0,0,0,0,0,0.049,0,0,0,0.04,0,1,농촌진흥청(국가표준식품성분표),해당없음,해당없음,1,분석,2020-04-01,2022-11-01,1471000,식품의약품안전처
D304-021020000-0001,흰죽(쌀죽)_새일미,D,음식,3,외식(분석함량),4,죽 및 스프류,4021,흰죽(쌀죽),402102,새일미,40210200,해당없음,0,해당없음,100g,55,87,1.09,0.17,0.04,11.72,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0.05,0,1,농촌진흥청(국가표준식품성분표),해당없음,해당없음,1,분석,2020-04-01,2022-11-01,1471000,식품의약품안전처
D304-021040000-0001,흰죽(쌀죽)_신동진,D,음식,3,외식(분석함량),4,죽 및 스프류,4021,흰죽(쌀죽),402104,신동진,40210400,해당없음,0,해당없음,100g,53,87.4,0.96,0.15,0.06,11.42,0,0,1,0,8,5,0,0,0,0,0.035,0,0,0,0,0,0.06,0,1,농촌진흥청(국가표준식품성분표),해당없음,해당없음,1,분석,2020-04-01,2022-11-01,1471000,식품의약품안전처
D304-021070000-0001,흰죽(쌀죽)_오대,D,음식,3,외식(분석함량),4,죽 및 스프류,4021,흰죽(쌀죽),402107,오대,40210700,해당없음,0,해당없음,100g,52,87.6,1.02,0.18,0.02,11.16,0,0,0,0,11,7,0,0,0,0,0.004,0,0,0,0,0,0.06,0,1,농촌진흥청(국가표준식품성분표),해당없음,해당없음,1,분석,2020-04-01,2022-11-01,1471000,식품의약품안전처
D304-021080000-0001,흰죽(쌀죽)_칠분도미,D,음식,3,외식(분석함량),4,죽 및 스프류,4021,흰죽(쌀죽),402108,칠분도미,40210800,해당없음,0,해당없음,100g,68,83,1.1,0.2,0.1,15.6,0.1,0.2,2,0.1,19,15,0,0,0,0,0.03,0,0.3,0,0,0,0.05,0,1,농촌진흥청(국가표준식품성분표),해당없음,해당없음,2,수집,2020-12-31,2022-11-01,1471000,식품의약품안전처
D305-002000000-0001,감자국,D,음식,3,외식(분석함량),5,국 및 탕류,5002,감자국,500200,해당없음,50020000,해당없음,0,해당없음,100g,32,92.1,1.19,0.79,0.97,4.94,0.74,0.7,17,0,23,163,245,1,0,14,0.079,0.021,0.119,1.03,,0.78,0.03,0,3,식품의약품안전처,700g,해당없음,1,분석,2017-12-31,2022-11-01,1471000,식품의약품안전처
D305-003000000-0001,게국지,D,음식,3,외식(분석함량),5,국 및 탕류,5003,게국지,500300,해당없음,50030000,해당없음,0,해당없음,100g,38,90.4,4.08,1.1,1.5,2.88,0.98,2.2,120,0,63,144,368,18,0,218,0,0.056,0,0,,35.29,0.18,0.02,3,식품의약품안전처,1100g,해당없음,1,분석,2016-10-31,2022-11-01,1471000,식품의약품안전처
D305-004000000-0001,곰치국,D,음식,3,외식(분석함량),5,국 및 탕류,5004,곰치국,500400,해당없음,50040000,해당없음,0,해당없음,100g,42,89.5,5.43,1.18,1.5,2.39,0.28,1.9,71,0,103,135,380,152,139,156,0.051,0.051,0.104,0.2,,47.65,0.14,0.01,3,식품의약품안전처,1000g,해당없음,1,분석,2016-10-31,2022-11-01,1471000,식품의약품안전처
D305-005000000-0001,곰탕,D,음식,3,외식(분석함량),5,국 및 탕류,5005,곰탕,500500,해당없음,50050000,해당없음,0,해당없음,100g,61,85.5,6.47,1.23,0.77,6.03,0.17,0.7,5,0,45,70,239,1,0,9,0,0.057,0.65,0,,16.8,0.5,0.03,3,식품의약품안전처,300g,해당없음,1,분석,2016-10-31,2022-11-01,1471000,식품의약품안전처
D305-007000000-0001,김치국,D,음식,3,외식(분석함량),5,국 및 탕류,5007,김치국,500700,해당없음,50070000,해당없음,0,해당없음,100g,20,94.6,1.2,0.62,1.2,2.33,0.64,1,25,0,26,115,365,14,0,163,0.062,0.033,0,0.4,,0,0.07,0,3,식품의약품안전처,450g,해당없음,1,분석,2015-06-30,2022-11-01,1471000,식품의약품안전처
D305-008000000-0001,꼬리곰탕,D,음식,3,외식(분석함량),5,국 및 탕류,5008,꼬리곰탕,500800,해당없음,50080000,해당없음,0,해당없음,100g,110,79,14.6,5.4,0.4,0.7,,0.4,18,7.1,37,37,109,2,1,13,0.01,0.25,0.7,0,,,0,0,1,농촌진흥청(국가표준식품성분표),해당없음,해당없음,2,수집,2011-12-31,2022-11-01,1471000,식품의약품안전처
D305-009000000-0001,낙지탕,D,음식,3,외식(분석함량),5,국 및 탕류,5009,낙지탕,500900,해당없음,50090000,해당없음,0,해당없음,100g,31,91.8,4.9,0.53,1.07,1.73,0.32,0.6,18,0,52,107,284,4,1,31,0.055,0.037,0.087,0,,48.74,0.07,0,3,식품의약품안전처,600g,해당없음,1,분석,2016-10-31,2022-11-01,1471000,식품의약품안전처
D305-016090000-0001,된장국_무,D,음식,3,외식(분석함량),5,국 및 탕류,5016,된장국,501609,무,50160900,해당없음,0,해당없음,100g,23,93.6,1.36,0.53,1.31,3.27,1.31,1.3,20,0,28,123,387,3,0,35,0.049,0.027,0.284,0,,0,0.07,0,3,식품의약품안전처,450g,해당없음,1,분석,2015-06-30,2022-11-01,1471000,식품의약품안전처
D305-016200000-0001,된장국_시래기,D,음식,3,외식(분석함량),5,국 및 탕류,5016,된장국,501620,시래기,50162000,해당없음,0,해당없음,100g,22,94.2,1.49,0.69,1.13,2.44,0.29,1.3,47,0,29,73,339,32,0,379,0.067,0.022,0.229,0,,0,0.07,0,3,식품의약품안전처,450g,해당없음,1,분석,2015-06-30,2022-11-01,1471000,식품의약품안전처
D305-016250000-0001,된장국_우렁,D,음식,3,외식(분석함량),5,국 및 탕류,5016,된장국,501625,우렁,50162500,해당없음,0,해당없음,100g,49,88,4.92,1.54,1.7,3.84,0.72,1.6,131,0,72,120,427,13,0,157,0.046,0.028,0.218,0.04,,21.08,0.22,0,3,식품의약품안전처,500g,해당없음,1,분석,2015-06-30,2022-11-01,1471000,식품의약품안전처
D305-018000000-0001,매생이국,D,음식,3,외식(분석함량),5,국 및 탕류,5018,매생이국,501800,해당없음,50180000,해당없음,0,해당없음,100g,24,93.8,2,0.56,0.98,2.68,0.08,1.9,25,0,20,66,284,61,0,728,0.036,0.028,0.4,0.6,,1.32,0.12,0.02,3,식품의약품안전처,500g,해당없음,1,분석,2016-10-31,2022-11-01,1471000,식품의약품안전처
D305-019020000-0001,매운탕_광어,D,음식,3,외식(분석함량),5,국 및 탕류,5019,매운탕,501902,광어,50190200,해당없음,0,해당없음,100g,70,84.4,9.74,2.77,1.58,1.52,0.24,0.7,144,0,158,185,300,127,106,244,0.034,0.151,1.363,0,,62.51,0.51,0.01,3,식품의약품안전처,600g,해당없음,1,분석,2013-03-31,2022-11-01,1471000,식품의약품안전처
D305-019050000-0001,매운탕_대구,D,음식,3,외식(분석함량),5,국 및 탕류,5019,매운탕,501905,대구,50190500,해당없음,0,해당없음,100g,60,85,9.56,1.2,1.41,2.81,0.18,1.5,73,0,115,165,331,27,15,148,0.127,0.069,1.383,0.14,,86.12,0.16,0.01,3,식품의약품안전처,600g,해당없음,1,분석,2013-03-31,2022-11-01,1471000,식품의약품안전처
D305-019260000-0001,매운탕_조기,D,음식,3,외식(분석함량),5,국 및 탕류,5019,매운탕,501926,조기,50192600,해당없음,0,해당없음,100g,64,86.2,5.85,3.23,1.83,2.88,0.72,2,189,0,140,171,379,148,136,152,0.035,0.057,0.032,0.1,,45.7,0.8,0.02,3,식품의약품안전처,600g,해당없음,1,분석,2016-10-31,2022-11-01,1471000,식품의약품안전처
D305-019270000-0001,매운탕_짱뚱어,D,음식,3,외식(분석함량),5,국 및 탕류,5019,매운탕,501927,짱뚱어,50192700,해당없음,0,해당없음,100g,31,92.8,1.92,1.42,1.12,2.77,0.4,1.4,55,0,45,89,342,39,4,413,0.092,0.028,0,0,,3.7,0.15,0,3,식품의약품안전처,600g,해당없음,1,분석,2016-10-31,2022-11-01,1471000,식품의약품안전처
D305-020170000-0001,무국_쇠고기,D,음식,3,외식(분석함량),5,국 및 탕류,5020,무국,502017,쇠고기,50201700,해당없음,0,해당없음,100g,31,92.9,3.55,1,0.88,1.95,0.88,0.8,15,0,27,84,267,1,0,16,0.023,0.018,0.33,0,,9.61,0.33,0.03,3,식품의약품안전처,400g,해당없음,1,분석,2015-06-30,2022-11-01,1471000,식품의약품안전처
D305-022070000-0001,묵말이_도토리묵,D,음식,3,외식(분석함량),5,국 및 탕류,5022,묵말이,502207,도토리묵,50220700,해당없음,0,해당없음,100g,36,91.2,0.52,0.65,0.68,6.9,0.48,1.1,13,0,9,40,247,4,0,53,0,0.006,0,0,,0,0.09,0,3,식품의약품안전처,1300g,해당없음,1,분석,2016-10-31,2022-11-01,1471000,식품의약품안전처
D305-023000000-0001,미소된장국,D,음식,3,외식(분석함량),5,국 및 탕류,5023,미소된장국,502300,해당없음,50230000,해당없음,0,해당없음,100g,25,94.1,1.87,1.2,1,1.87,0.47,0.5,18,0,26,59,345,7,0,86,0.047,0.02,0.247,0.39,,0,0.13,0,3,식품의약품안전처,150g,해당없음,1,분석,2015-06-30,2022-11-01,1471000,식품의약품안전처
D305-024170000-0001,미역국_쇠고기,D,음식,3,외식(분석함량),5,국 및 탕류,5024,미역국,502417,쇠고기,50241700,해당없음,0,해당없음,100g,23,94.3,2.78,0.82,0.89,1.18,0,1.3,23,0,21,32,294,5,0,59,0.018,0.023,0.228,0,,6.49,0.31,0.02,3,식품의약품안전처,650g,해당없음,1,분석,2015-06-30,2022-11-01,1471000,식품의약품안전처
D305-024320000-0001,미역국_홍합,D,음식,3,외식(분석함량),5,국 및 탕류,5024,미역국,502432,홍합,50243200,해당없음,0,해당없음,100g,26,93.4,3.03,0.72,1.08,1.78,0,1.5,35,0,58,38,314,11,5,75,0.018,0.048,0.075,0.22,,8.98,0.14,0,3,식품의약품안전처,650g,해당없음,1,분석,2015-06-30,2022-11-01,1471000,식품의약품안전처
D305-031000000-0001,선짓국,D,음식,3,외식(분석함량),5,국 및 탕류,5031,선짓국,503100,해당없음,50310000,해당없음,0,해당없음,100g,42,90,6.4,1.2,1,1.4,,0.6,22,109,29,57,315,8,0,96,0.03,0.18,0.6,0,,,0,0,1,농촌진흥청(국가표준식품성분표),해당없음,해당없음,2,수집,2011-12-31,2022-11-01,1471000,식품의약품안전처
D305-033000000-0001,소탕,D,음식,3,외식(분석함량),5,국 및 탕류,5033,소탕,503300,해당없음,50330000,해당없음,0,해당없음,100g,58,89,5.1,3.57,1.1,1.27,0.02,1.2,55,0,77,105,236,0,0,0,0.12,0.025,0.321,0,,0,0.39,0.01,3,식품의약품안전처,150g,해당없음,1,분석,2014-09-30,2022-11-01,1471000,식품의약품안전처
D305-034000000-0001,순대국,D,음식,3,외식(분석함량),5,국 및 탕류,5034,순대국,503400,해당없음,50340000,해당없음,0,해당없음,100g,68,87.6,5.44,4.13,0.69,2.16,0,3.3,13,0.01,39,57,188,21,16,51,0.06,0.103,0.914,0,,30.75,1.37,0.02,3,식품의약품안전처,800g,해당없음,1,분석,2012-02-28,2022-11-01,1471000,식품의약품안전처
D305-035000000-0001,아구탕,D,음식,3,외식(분석함량),5,국 및 탕류,5035,아구탕,503500,해당없음,50350000,해당없음,0,해당없음,100g,41,89.5,6.3,0.82,1.25,2.13,0.3,1.1,50,0,72,146,311,40,28,144,0.018,0.06,0.117,0,,53.16,0.13,0,3,식품의약품안전처,600g,해당없음,1,분석,2016-10-31,2022-11-01,1471000,식품의약품안전처
D305-038000000-0001,어탕,D,음식,3,외식(분석함량),5,국 및 탕류,5038,어탕,503800,해당없음,50380000,해당없음,0,해당없음,100g,57,86.9,8.47,2.06,1.39,1.21,0,0.7,53,0,140,109,323,10,9,15,0.105,0.135,0.275,0,,35.04,0.29,0.01,3,식품의약품안전처,150g,해당없음,1,분석,2014-09-30,2022-11-01,1471000,식품의약품안전처
D305-039000000-0001,연포탕,D,음식,3,외식(분석함량),5,국 및 탕류,5039,연포탕,503900,해당없음,50390000,해당없음,0,해당없음,100g,54,86.5,9.49,0.9,1.11,2.02,0.02,1.4,55,0,83,103,234,17,7,117,0,0.087,0.44,0.54,,105.75,0.18,0.01,3,식품의약품안전처,1000g,해당없음,1,분석,2013-03-31,2022-11-01,1471000,식품의약품안전처
D305-041000000-0001,올갱이국,D,음식,3,외식(분석함량),5,국 및 탕류,5041,올갱이국,504100,해당없음,50410000,해당없음,0,해당없음,100g,24,93.4,2.28,0.7,1.48,2.17,0.27,1,65,0,34,100,336,36,0,427,0,0.022,0.385,0,,14.23,0.13,0,3,식품의약품안전처,600g,해당없음,1,분석,2016-10-31,2022-11-01,1471000,식품의약품안전처
D305-042170000-0001,육개장_쇠고기,D,음식,3,외식(분석함량),5,국 및 탕류,5042,육개장,504217,쇠고기,50421700,해당없음,0,해당없음,100g,49,90,3.1,2.7,1.2,3,,2.4,22,9.9,35,86,408,15,2,153,0.1,0.09,0.8,0,,,0,0,1,농촌진흥청(국가표준식품성분표),해당없음,해당없음,2,수집,2011-12-31,2022-11-01,1471000,식품의약품안전처
D305-043000000-0001,육탕,D,음식,3,외식(분석함량),5,국 및 탕류,5043,육탕,504300,해당없음,50430000,해당없음,0,해당없음,100g,58,87.8,8.44,2.64,0.9,0.23,0,1.5,18,0,49,120,238,5,5,0,0.054,0.061,0.76,0,,29.19,1.14,0.12,3,식품의약품안전처,150g,해당없음,1,분석,2014-09-30,2022-11-01,1471000,식품의약품안전처
D305-046000000-0001,전복탕,D,음식,3,외식(분석함량),5,국 및 탕류,5046,전복탕,504600,해당없음,50460000,해당없음,0,해당없음,100g,33,91.3,4.47,0.5,1.08,2.63,0.22,1,27,0,49,109,296,11,0,129,0.043,0.055,0.36,0.06,,48.56,0.1,0,3,식품의약품안전처,600g,해당없음,1,분석,2016-10-31,2022-11-01,1471000,식품의약품안전처
D305-047110000-0001,조개국_바지락,D,음식,3,외식(분석함량),5,국 및 탕류,5047,조개국,504711,바지락,50471100,해당없음,0,해당없음,100g,29,92.4,4,0.56,1.18,1.84,0.24,1.5,67,0,49,72,290,10,2,102,0.007,0.031,0.24,0.1,,16.25,0.11,0,3,식품의약품안전처,550g,해당없음,1,분석,2015-06-30,2022-11-01,1471000,식품의약품안전처
D305-048050000-0001,지리탕_대구,D,음식,3,외식(분석함량),5,국 및 탕류,5048,지리탕,504805,대구,50480500,해당없음,0,해당없음,100g,44,89.2,6.93,1.03,1.15,1.65,0.25,0.7,57,0,89,142,246,76,74,13,0.022,0.032,0.063,0.05,,47.18,0.18,0.02,3,식품의약품안전처,600g,해당없음,1,분석,2016-10-31,2022-11-01,1471000,식품의약품안전처
D305-048130000-0001,지리탕_복,D,음식,3,외식(분석함량),5,국 및 탕류,5048,지리탕,504813,복,50481300,해당없음,0,해당없음,100g,39,90,6.95,0.45,0.87,1.72,0.23,0.9,40,0,60,102,225,3,0,37,0.01,0.052,0.377,0,,34.96,0.07,0,3,식품의약품안전처,600g,해당없음,1,분석,2016-10-31,2022-11-01,1471000,식품의약품안전처
D305-049000000-0001,초당순두부,D,음식,3,외식(분석함량),5,국 및 탕류,5049,초당순두부,504900,해당없음,50490000,해당없음,0,해당없음,100g,58,88.8,5.46,3.24,0.77,1.76,0.1,1.2,37,0,98,116,134,0,0,0,0.01,0.017,0.181,0,,0,0.42,0,3,식품의약품안전처,900g,해당없음,1,분석,2016-10-31,2022-11-01,1471000,식품의약품안전처
D305-051000000-0001,탕국,D,음식,3,외식(분석함량),5,국 및 탕류,5051,탕국,505100,해당없음,50510000,해당없음,0,해당없음,100g,37,92,5.27,1.71,0.96,0.1,0.03,1.7,31,0,46,94,263,1,0,10,0.044,0.071,0.345,0,,12.05,0.4,0.03,3,식품의약품안전처,250g,해당없음,1,분석,2014-09-30,2022-11-01,1471000,식품의약품안전처
D305-053000000-0001,해물탕,D,음식,3,외식(분석함량),5,국 및 탕류,5053,해물탕,505300,해당없음,50530000,해당없음,0,해당없음,100g,45,88.4,6.63,0.78,1.42,2.77,0.13,1,82,0,92,157,341,16,4,138,0.022,0.052,0.312,0,,78.25,0.13,0,3,식품의약품안전처,600g,해당없음,1,분석,2016-10-31,2022-11-01,1471000,식품의약품안전처
D305-054140000-0001,해장국_뼈다귀,D,음식,3,외식(분석함량),5,국 및 탕류,5054,해장국,505414,뼈다귀,50541400,해당없음,0,해당없음,100g,71,85.5,7.46,3.57,1.16,2.34,0.57,1.7,67,0,67,120,309,16,1,182,0.124,0.092,0.572,1.99,,32.17,1.43,0.01,3,식품의약품안전처,1000g,해당없음,1,분석,2017-12-31,2022-11-01,1471000,식품의약품안전처
D305-054160000-0001,해장국_선지,D,음식,3,외식(분석함량),5,국 및 탕류,5054,해장국,505416,선지,50541600,해당없음,0,해당없음,100g,31,91.9,4.93,0.54,0.93,1.67,0.39,1,21,0.01,24,64,307,7,0,81,0.072,0.032,0.093,1,,23.05,0.27,0.01,3,식품의약품안전처,1000g,해당없음,1,분석,2017-12-31,2022-11-01,1471000,식품의약품안전처
D305-054240000-0001,해장국_우거지,D,음식,3,외식(분석함량),5,국 및 탕류,5054,해장국,505424,우거지,50542400,해당없음,0,해당없음,100g,26,93.6,1.98,0.98,1.17,2.25,0.42,1.4,33,0,31,94,342,24,0,283,0.028,0.022,0.038,0,,3.73,0.2,0,3,식품의약품안전처,600g,해당없음,1,분석,2016-10-31,2022-11-01,1471000,식품의약품안전처
D305-054280000-0001,해장국_콩나물,D,음식,3,외식(분석함량),5,국 및 탕류,5054,해장국,505428,콩나물,50542800,해당없음,0,해당없음,100g,32,92.7,3.4,1.3,0.9,1.7,,2,27,5.3,33,60,279,8,0,91,0.04,0.15,0.6,0,,,0,0,1,농촌진흥청(국가표준식품성분표),해당없음,해당없음,2,수집,2011-12-31,2022-11-01,1471000,식품의약품안전처
D305-055000000-0001,황태해장국,D,음식,3,외식(분석함량),5,국 및 탕류,5055,황태해장국,505500,해당없음,50550000,해당없음,0,해당없음,100g,30,93,4.08,1.13,0.88,0.95,0.25,0.9,27,0,42,84,256,3,1,23,0.01,0.022,0.017,0,,25.05,0.18,0,3,식품의약품안전처,600g,해당없음,1,분석,2016-10-31,2022-11-01,1471000,식품의약품안전처
D306-003000000-0001,고등어찌개,D,음식,3,외식(분석함량),6,찌개 및 전골류,6003,고등어찌개,600300,해당없음,60030000,해당없음,0,해당없음,100g,100,80.2,8.15,5.62,1.77,4.27,1.23,2.6,44,0,112,253,431,23,8,179,0.057,0.082,1.058,0,,26.01,1.18,0.05,3,식품의약품안전처,600g,해당없음,1,분석,2016-10-31,2022-11-01,1471000,식품의약품안전처
D306-004130000-0001,곱창전골_쇠고기,D,음식,3,외식(분석함량),6,찌개 및 전골류,6004,곱창전골,600413,쇠고기,60041300,해당없음,0,해당없음,100g,88,82.5,6.93,4.55,1.17,4.87,0.38,2.2,25,0,71,121,297,44,1,513,0.082,0.097,1.028,0.72,,75.53,1.38,0.08,3,식품의약품안전처,600g,해당없음,1,분석,2015-06-30,2022-11-01,1471000,식품의약품안전처
D306-006000000-0001,김치찌개,D,음식,3,외식(분석함량),6,찌개 및 전골류,6006,김치찌개,600600,해당없음,60060000,해당없음,0,해당없음,100g,61,87.9,3.77,3.75,1.64,2.98,0.76,2.1,38,0,53,160,491,24,2,269,0.274,0.196,1.649,0,,6.29,0.69,0.01,3,식품의약품안전처,400g,해당없음,1,분석,2012-02-28,2022-11-01,1471000,식품의약품안전처
D306-006190000-0001,김치찌개_햄,D,음식,3,외식(분석함량),6,찌개 및 전골류,6006,김치찌개,600619,햄,60061900,해당없음,0,해당없음,100g,63,86.9,3.7,3.47,1.73,4.23,1.2,2.8,34,0,72,182,528,17,3,169,0.063,0.06,0.387,0.24,,9.71,1.23,0.03,3,식품의약품안전처,300g,해당없음,1,분석,2017-12-31,2022-11-01,1471000,식품의약품안전처
D306-007000000-0001,꽁치찌개,D,음식,3,외식(분석함량),6,찌개 및 전골류,6007,꽁치찌개,600700,해당없음,60070000,해당없음,0,해당없음,100g,118,78.4,8,7.77,1.77,4.07,1.97,3.1,73,0,117,225,432,23,8,176,0.007,0.123,1.29,1.71,,21.11,1.63,0.97,3,식품의약품안전처,300g,해당없음,1,분석,2017-12-31,2022-11-01,1471000,식품의약품안전처
D306-014000000-0001,두부전골,D,음식,3,외식(분석함량),6,찌개 및 전골류,6014,두부전골,601400,해당없음,60140000,해당없음,0,해당없음,100g,63,86.8,5.12,3.22,1.46,3.42,0.7,1.5,82,0,87,144,330,12,0,147,0.08,0.036,0.048,0.98,,1.77,0.48,0,3,식품의약품안전처,500g,해당없음,1,분석,2016-10-31,2022-11-01,1471000,식품의약품안전처
D306-015120000-0001,두부찌개_새우젓,D,음식,3,외식(분석함량),6,찌개 및 전골류,6015,두부찌개,601512,새우젓,60151200,해당없음,0,해당없음,100g,55,88.1,5.4,2.7,1.43,2.4,0.57,2,75,0,83,135,374,8,1,84,0.037,0.037,0.1,0.08,,3.57,0.53,0,3,식품의약품안전처,300g,해당없음,1,분석,2017-12-31,2022-11-01,1471000,식품의약품안전처
D306-016080000-0001,매운탕_메기,D,음식,3,외식(분석함량),6,찌개 및 전골류,6016,매운탕,601608,메기,60160800,해당없음,0,해당없음,100g,67,84.1,4.77,1.7,1.3,8.1,0.95,1.7,66,0,75,174,310,25,3,263,0.087,0.067,0.53,0.52,,22.89,0.48,0.03,3,식품의약품안전처,600g,해당없음,1,분석,2017-12-31,2022-11-01,1471000,식품의약품안전처
D306-016150000-0001,매운탕_우럭,D,음식,3,외식(분석함량),6,찌개 및 전골류,6016,매운탕,601615,우럭,60161500,해당없음,0,해당없음,100g,68,85.1,8.69,2.84,1.51,1.87,0.18,1.3,130,0,131,166,296,141,125,195,0.031,0.103,1.096,0.09,,60.46,0.5,0.01,3,식품의약품안전처,600g,해당없음,1,분석,2013-03-31,2022-11-01,1471000,식품의약품안전처
D306-018000000-0001,버섯찌개,D,음식,3,외식(분석함량),6,찌개 및 전골류,6018,버섯찌개,601800,해당없음,60180000,해당없음,0,해당없음,100g,42,90,3.68,1.3,1.18,3.85,1.1,2,18,0,56,164,323,10,0,120,0.048,0.06,0.265,0.17,,4.14,0.33,0.03,3,식품의약품안전처,400g,해당없음,1,분석,2016-10-31,2022-11-01,1471000,식품의약품안전처
D306-019000000-0001,부대찌개,D,음식,3,외식(분석함량),6,찌개 및 전골류,6019,부대찌개,601900,해당없음,60190000,해당없음,0,해당없음,100g,67,86,3.07,3.1,1.25,6.62,1.03,1.5,15,0,50,117,387,4,0,45,0,0.035,0,0,,8.76,0.9,0.02,3,식품의약품안전처,600g,해당없음,1,분석,2016-10-31,2022-11-01,1471000,식품의약품안전처
D306-020130000-0001,샤브샤브_쇠고기,D,음식,3,외식(분석함량),6,찌개 및 전골류,6020,샤브샤브,602013,쇠고기,60201300,해당없음,0,해당없음,100g,44,90.4,4.85,1.63,0.7,2.45,0.4,1.6,16,0,42,111,187,12,0,138,0.04,0.037,0.392,0,,12.67,0.62,0.05,3,식품의약품안전처,600g,해당없음,1,분석,2016-10-31,2022-11-01,1471000,식품의약품안전처
